country, quarter, unit, value$
"Greece", "2009-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 280.389
"Greece", "2009-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 298.068
"Greece", "2009-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 308.732
"Greece", "2009-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 296.077
"Greece", "2010-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 300.121
"Greece", "2010-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 263.208
"Greece", "2010-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 275.797
"Greece", "2010-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 262.991
"Greece", "2011-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 271.154
"Greece", "2011-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 251.664
"Greece", "2011-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 238.743
"Greece", "2011-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 204.923
"Greece", "2012-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 218.539
"Greece", "2012-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 238.776
"Greece", "2012-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 242.399
"Greece", "2012-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 291.615
"Greece", "2013-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 287.607
"Greece", "2013-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 300.601
"Greece", "2013-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 302.729
"Greece", "2013-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 306.299
"Greece", "2014-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 309.368
"Greece", "2014-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 311.541
"Greece", "2014-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 309.638
"Greece", "2014-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 304.687
"Greece", "2015-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 290.335
"Greece", "2015-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 289.075
"Greece", "2015-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 291.139
"Greece", "2015-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 301.253
"Greece", "2016-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 299.088
"Greece", "2016-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 306.394
"Greece", "2016-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 302.264
"Hungary", "1998-Q4", "Percentage of GDP", 62.1
"Hungary", "1999-Q1", "Percentage of GDP", 62.0
"Hungary", "1999-Q2", "Percentage of GDP", 62.2
"Hungary", "1999-Q3", "Percentage of GDP", 63.9
"Hungary", "1999-Q4", "Percentage of GDP", 63.6
"Hungary", "2000-Q1", "Percentage of GDP", 63.9
"Hungary", "2000-Q2", "Percentage of GDP", 61.1
"Hungary", "2000-Q3", "Percentage of GDP", 59.7
"Hungary", "2000-Q4", "Percentage of GDP", 58.0
"Hungary", "2001-Q1", "Percentage of GDP", 56.5
"Hungary", "2001-Q2", "Percentage of GDP", 54.6
"Hungary", "2001-Q3", "Percentage of GDP", 54.3
"Hungary", "2001-Q4", "Percentage of GDP", 54.0
"Hungary", "2002-Q1", "Percentage of GDP", 54.3
"Hungary", "2002-Q2", "Percentage of GDP", 53.4
"Hungary", "2002-Q3", "Percentage of GDP", 54.4
"Hungary", "2002-Q4", "Percentage of GDP", 56.5
"Hungary", "2003-Q1", "Percentage of GDP", 59.6
"Hungary", "2003-Q2", "Percentage of GDP", 59.3
"Hungary", "2003-Q3", "Percentage of GDP", 59.5
"Hungary", "2003-Q4", "Percentage of GDP", 56.6
"Hungary", "2004-Q1", "Percentage of GDP", 57.6
"Hungary", "2004-Q2", "Percentage of GDP", 57.4
"Hungary", "2004-Q3", "Percentage of GDP", 57.9
"Hungary", "2004-Q4", "Percentage of GDP", 59.1
"Hungary", "2005-Q1", "Percentage of GDP", 63.2
"Hungary", "2005-Q2", "Percentage of GDP", 65.2
"Hungary", "2005-Q3", "Percentage of GDP", 66.0
"Hungary", "2005-Q4", "Percentage of GDP", 62.1
"Hungary", "2006-Q1", "Percentage of GDP", 66.6
"Hungary", "2006-Q2", "Percentage of GDP", 66.6
"Hungary", "2006-Q3", "Percentage of GDP", 67.0
"Hungary", "2006-Q4", "Percentage of GDP", 65.5
"Hungary", "2007-Q1", "Percentage of GDP", 65.8
"Hungary", "2007-Q2", "Percentage of GDP", 66.5
"Hungary", "2007-Q3", "Percentage of GDP", 66.2
"Hungary", "2007-Q4", "Percentage of GDP", 66.1
"Hungary", "2008-Q1", "Percentage of GDP", 64.7
"Hungary", "2008-Q2", "Percentage of GDP", 62.3
"Hungary", "2008-Q3", "Percentage of GDP", 63.6
"Hungary", "2008-Q4", "Percentage of GDP", 70.2
"Hungary", "2009-Q1", "Percentage of GDP", 78.0
"Hungary", "2009-Q2", "Percentage of GDP", 73.5
"Hungary", "2009-Q3", "Percentage of GDP", 77.9
"Hungary", "2009-Q4", "Percentage of GDP", 78.1
"Hungary", "2010-Q1", "Percentage of GDP", 81.8
"Hungary", "2010-Q2", "Percentage of GDP", 84.1
"Hungary", "2010-Q3", "Percentage of GDP", 82.7
"Hungary", "2010-Q4", "Percentage of GDP", 80.3
"Hungary", "2011-Q1", "Percentage of GDP", 82.4
"Hungary", "2011-Q2", "Percentage of GDP", 77.6
"Hungary", "2011-Q3", "Percentage of GDP", 82.9
"Hungary", "2011-Q4", "Percentage of GDP", 78.2
"Hungary", "2012-Q1", "Percentage of GDP", 76.8
"Hungary", "2012-Q2", "Percentage of GDP", 78.1
"Hungary", "2012-Q3", "Percentage of GDP", 79.7
"Hungary", "2012-Q4", "Percentage of GDP", 81.5
"Hungary", "2013-Q1", "Percentage of GDP", 83.4
"Hungary", "2013-Q2", "Percentage of GDP", 82.1
"Hungary", "2013-Q3", "Percentage of GDP", 81.0
"Hungary", "2013-Q4", "Percentage of GDP", 80.1
"Hungary", "2014-Q1", "Percentage of GDP", 84.6
"Hungary", "2014-Q2", "Percentage of GDP", 87.5
"Hungary", "2014-Q3", "Percentage of GDP", 85.7
"Hungary", "2014-Q4", "Percentage of GDP", 83.9
"Hungary", "2015-Q1", "Percentage of GDP", 86.9
"Hungary", "2015-Q2", "Percentage of GDP", 87.0
"Hungary", "2015-Q3", "Percentage of GDP", 86.9
"Hungary", "2015-Q4", "Percentage of GDP", 83.7
"Hungary", "2016-Q1", "Percentage of GDP", 86.0
"Hungary", "2016-Q2", "Percentage of GDP", 83.5
"Hungary", "2016-Q3", "Percentage of GDP", 83.8
"Hungary", "1998-Q4", "US Dollar", 29.878
"Hungary", "1999-Q1", "US Dollar", 27.859
"Hungary", "1999-Q2", "US Dollar", 28.187
"Hungary", "1999-Q3", "US Dollar", 29.754
"Hungary", "1999-Q4", "US Dollar", 29.102
"Hungary", "2000-Q1", "US Dollar", 28.456
"Hungary", "2000-Q2", "US Dollar", 27.913
"Hungary", "2000-Q3", "US Dollar", 25.574
"Hungary", "2000-Q4", "US Dollar", 27.085
"Hungary", "2001-Q1", "US Dollar", 25.828
"Hungary", "2001-Q2", "US Dollar", 27.384
"Hungary", "2001-Q3", "US Dollar", 28.783
"Hungary", "2001-Q4", "US Dollar", 29.826
"Hungary", "2002-Q1", "US Dollar", 31.055
"Hungary", "2002-Q2", "US Dollar", 35.601
"Hungary", "2002-Q3", "US Dollar", 37.069
"Hungary", "2002-Q4", "US Dollar", 43.635
"Hungary", "2003-Q1", "US Dollar", 46.52
"Hungary", "2003-Q2", "US Dollar", 45.829
"Hungary", "2003-Q3", "US Dollar", 50.178
"Hungary", "2003-Q4", "US Dollar", 51.823
"Hungary", "2004-Q1", "US Dollar", 55.61
"Hungary", "2004-Q2", "US Dollar", 56.305
"Hungary", "2004-Q3", "US Dollar", 60.282
"Hungary", "2004-Q4", "US Dollar", 68.688
"Hungary", "2005-Q1", "US Dollar", 70.116
"Hungary", "2005-Q2", "US Dollar", 68.317
"Hungary", "2005-Q3", "US Dollar", 69.614
"Hungary", "2005-Q4", "US Dollar", 64.983
"Hungary", "2006-Q1", "US Dollar", 69.352
"Hungary", "2006-Q2", "US Dollar", 69.622
"Hungary", "2006-Q3", "US Dollar", 73.811
"Hungary", "2006-Q4", "US Dollar", 82.572
"Hungary", "2007-Q1", "US Dollar", 87.125
"Hungary", "2007-Q2", "US Dollar", 90.971
"Hungary", "2007-Q3", "US Dollar", 94.354
"Hungary", "2007-Q4", "US Dollar", 97.855
"Hungary", "2008-Q1", "US Dollar", 103.084
"Hungary", "2008-Q2", "US Dollar", 111.077
"Hungary", "2008-Q3", "US Dollar", 100.753
"Hungary", "2008-Q4", "US Dollar", 99.185
"Hungary", "2009-Q1", "US Dollar", 90.027
"Hungary", "2009-Q2", "US Dollar", 101.154
"Hungary", "2009-Q3", "US Dollar", 111.14
"Hungary", "2009-Q4", "US Dollar", 109.299
"Hungary", "2010-Q1", "US Dollar", 109.279
"Hungary", "2010-Q2", "US Dollar", 95.657
"Hungary", "2010-Q3", "US Dollar", 109.714
"Hungary", "2010-Q4", "US Dollar", 104.411
"Hungary", "2011-Q1", "US Dollar", 120.391
"Hungary", "2011-Q2", "US Dollar", 116.218
"Hungary", "2011-Q3", "US Dollar", 106.596
"Hungary", "2011-Q4", "US Dollar", 90.579
"Hungary", "2012-Q1", "US Dollar", 98.649
"Hungary", "2012-Q2", "US Dollar", 97.418
"Hungary", "2012-Q3", "US Dollar", 103.682
"Hungary", "2012-Q4", "US Dollar", 105.486
"Hungary", "2013-Q1", "US Dollar", 101.428
"Hungary", "2013-Q2", "US Dollar", 106.782
"Hungary", "2013-Q3", "US Dollar", 108.954
"Hungary", "2013-Q4", "US Dollar", 112.027
"Hungary", "2014-Q1", "US Dollar", 116.676
"Hungary", "2014-Q2", "US Dollar", 120.615
"Hungary", "2014-Q3", "US Dollar", 110.481
"Hungary", "2014-Q4", "US Dollar", 104.509
"Hungary", "2015-Q1", "US Dollar", 102.205
"Hungary", "2015-Q2", "US Dollar", 102.286
"Hungary", "2015-Q3", "US Dollar", 103.939
"Hungary", "2015-Q4", "US Dollar", 97.922
"Hungary", "2016-Q1", "US Dollar", 106.453
"Hungary", "2016-Q2", "US Dollar", 101.035
"Hungary", "2016-Q3", "US Dollar", 105.035
"Hungary", "1998-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 6463.32
"Hungary", "1999-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 6608.78
"Hungary", "1999-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 6813.09
"Hungary", "1999-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 7189.27
"Hungary", "1999-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 7378.42
"Hungary", "2000-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 7696.59
"Hungary", "2000-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 7598.88
"Hungary", "2000-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 7695.48
"Hungary", "2000-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 7713.61
"Hungary", "2001-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 7799.92
"Hungary", "2001-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 7867.28
"Hungary", "2001-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 8112.35
"Hungary", "2001-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 8297.55
"Hungary", "2002-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 8669.21
"Hungary", "2002-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 8741.71
"Hungary", "2002-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 9165.64
"Hungary", "2002-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 9831.74
"Hungary", "2003-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10518.7
"Hungary", "2003-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10692.6
"Hungary", "2003-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10979.5
"Hungary", "2003-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10770.9
"Hungary", "2004-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 11339.0
"Hungary", "2004-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 11654.8
"Hungary", "2004-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 12018.9
"Hungary", "2004-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 12403.9
"Hungary", "2005-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 13369.8
"Hungary", "2005-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 13968.4
"Hungary", "2005-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 14429.7
"Hungary", "2005-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 13929.1
"Hungary", "2006-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 15226.2
"Hungary", "2006-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 15517.5
"Hungary", "2006-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 15916.7
"Hungary", "2006-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 15785.1
"Hungary", "2007-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 16210.8
"Hungary", "2007-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 16581.0
"Hungary", "2007-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 16682.2
"Hungary", "2007-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 16866.1
"Hungary", "2008-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 16913.1
"Hungary", "2008-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 16589.0
"Hungary", "2008-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 17105.4
"Hungary", "2008-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 19007.4
"Hungary", "2009-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 20848.1
"Hungary", "2009-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 19434.2
"Hungary", "2009-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 20470.2
"Hungary", "2009-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 20517.0
"Hungary", "2010-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 21545.3
"Hungary", "2010-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 22294.8
"Hungary", "2010-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 22167.1
"Hungary", "2010-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 21719.0
"Hungary", "2011-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 22517.2
"Hungary", "2011-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 21398.2
"Hungary", "2011-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 23094.6
"Hungary", "2011-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 22022.1
"Hungary", "2012-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 21783.2
"Hungary", "2012-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 22267.0
"Hungary", "2012-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 22844.5
"Hungary", "2012-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 23369.5
"Hungary", "2013-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 24113.0
