country, value, units, quarter, value$
"Korea", "Real", "Year-on-year changes, in per cent", "2009-Q3", -2.78
"Korea", "Real", "Year-on-year changes, in per cent", "2009-Q4", -1.71
"Korea", "Real", "Year-on-year changes, in per cent", "2010-Q1", -0.3
"Korea", "Real", "Year-on-year changes, in per cent", "2010-Q2", 0.5
"Korea", "Real", "Year-on-year changes, in per cent", "2010-Q3", -0.65
"Korea", "Real", "Year-on-year changes, in per cent", "2010-Q4", -1.52
"Korea", "Real", "Year-on-year changes, in per cent", "2011-Q1", -0.97
"Korea", "Real", "Year-on-year changes, in per cent", "2011-Q2", 0.76
"Korea", "Real", "Year-on-year changes, in per cent", "2011-Q3", 2.0
"Korea", "Real", "Year-on-year changes, in per cent", "2011-Q4", 2.95
"Korea", "Real", "Year-on-year changes, in per cent", "2012-Q1", 2.7
"Korea", "Real", "Year-on-year changes, in per cent", "2012-Q2", 1.17
"Korea", "Real", "Year-on-year changes, in per cent", "2012-Q3", 0.25
"Korea", "Real", "Year-on-year changes, in per cent", "2012-Q4", -1.4
"Korea", "Real", "Year-on-year changes, in per cent", "2013-Q1", -1.98
"Korea", "Real", "Year-on-year changes, in per cent", "2013-Q2", -2.0
"Korea", "Real", "Year-on-year changes, in per cent", "2013-Q3", -1.95
"Korea", "Real", "Year-on-year changes, in per cent", "2013-Q4", -0.95
"Korea", "Real", "Year-on-year changes, in per cent", "2014-Q1", -0.33
"Korea", "Real", "Year-on-year changes, in per cent", "2014-Q2", -0.22
"Korea", "Real", "Year-on-year changes, in per cent", "2014-Q3", 0.39
"Korea", "Real", "Year-on-year changes, in per cent", "2014-Q4", 1.1
"Korea", "Real", "Year-on-year changes, in per cent", "2015-Q1", 1.64
"Korea", "Real", "Year-on-year changes, in per cent", "2015-Q2", 2.42
"Korea", "Real", "Year-on-year changes, in per cent", "2015-Q3", 3.22
"Korea", "Real", "Year-on-year changes, in per cent", "2015-Q4", 3.24
"Korea", "Real", "Year-on-year changes, in per cent", "2016-Q1", 3.07
"Korea", "Real", "Year-on-year changes, in per cent", "2016-Q2", 2.14
"Korea", "Real", "Year-on-year changes, in per cent", "2016-Q3", 1.27
"Korea", "Real", "Year-on-year changes, in per cent", "2016-Q4", 0.11
"Lithuania", "Nominal", "Index, 2010 = 100", "1998-Q4", 34.33
"Lithuania", "Nominal", "Index, 2010 = 100", "1999-Q1", 36.22
"Lithuania", "Nominal", "Index, 2010 = 100", "1999-Q2", 30.86
"Lithuania", "Nominal", "Index, 2010 = 100", "1999-Q3", 29.42
"Lithuania", "Nominal", "Index, 2010 = 100", "1999-Q4", 29.15
"Lithuania", "Nominal", "Index, 2010 = 100", "2000-Q1", 29.97
"Lithuania", "Nominal", "Index, 2010 = 100", "2000-Q2", 28.01
"Lithuania", "Nominal", "Index, 2010 = 100", "2000-Q3", 26.74
"Lithuania", "Nominal", "Index, 2010 = 100", "2000-Q4", 28.74
"Lithuania", "Nominal", "Index, 2010 = 100", "2001-Q1", 33.47
"Lithuania", "Nominal", "Index, 2010 = 100", "2001-Q2", 31.34
"Lithuania", "Nominal", "Index, 2010 = 100", "2001-Q3", 35.26
"Lithuania", "Nominal", "Index, 2010 = 100", "2001-Q4", 40.41
"Lithuania", "Nominal", "Index, 2010 = 100", "2002-Q1", 36.91
"Lithuania", "Nominal", "Index, 2010 = 100", "2002-Q2", 37.32
"Lithuania", "Nominal", "Index, 2010 = 100", "2002-Q3", 39.07
"Lithuania", "Nominal", "Index, 2010 = 100", "2002-Q4", 40.51
"Lithuania", "Nominal", "Index, 2010 = 100", "2003-Q1", 47.34
"Lithuania", "Nominal", "Index, 2010 = 100", "2003-Q2", 44.39
"Lithuania", "Nominal", "Index, 2010 = 100", "2003-Q3", 45.35
"Lithuania", "Nominal", "Index, 2010 = 100", "2003-Q4", 44.46
"Lithuania", "Nominal", "Index, 2010 = 100", "2004-Q1", 48.99
"Lithuania", "Nominal", "Index, 2010 = 100", "2004-Q2", 46.86
"Lithuania", "Nominal", "Index, 2010 = 100", "2004-Q3", 52.87
"Lithuania", "Nominal", "Index, 2010 = 100", "2004-Q4", 59.67
"Lithuania", "Nominal", "Index, 2010 = 100", "2005-Q1", 72.82
"Lithuania", "Nominal", "Index, 2010 = 100", "2005-Q2", 70.21
"Lithuania", "Nominal", "Index, 2010 = 100", "2005-Q3", 76.18
"Lithuania", "Nominal", "Index, 2010 = 100", "2005-Q4", 98.02
"Lithuania", "Nominal", "Index, 2010 = 100", "2006-Q1", 102.85
"Lithuania", "Nominal", "Index, 2010 = 100", "2006-Q2", 103.8
"Lithuania", "Nominal", "Index, 2010 = 100", "2006-Q3", 114.26
"Lithuania", "Nominal", "Index, 2010 = 100", "2006-Q4", 126.81
"Lithuania", "Nominal", "Index, 2010 = 100", "2007-Q1", 132.13
"Lithuania", "Nominal", "Index, 2010 = 100", "2007-Q2", 137.6
"Lithuania", "Nominal", "Index, 2010 = 100", "2007-Q3", 146.57
"Lithuania", "Nominal", "Index, 2010 = 100", "2007-Q4", 149.25
"Lithuania", "Nominal", "Index, 2010 = 100", "2008-Q1", 154.27
"Lithuania", "Nominal", "Index, 2010 = 100", "2008-Q2", 159.72
"Lithuania", "Nominal", "Index, 2010 = 100", "2008-Q3", 156.87
"Lithuania", "Nominal", "Index, 2010 = 100", "2008-Q4", 145.52
"Lithuania", "Nominal", "Index, 2010 = 100", "2009-Q1", 116.35
"Lithuania", "Nominal", "Index, 2010 = 100", "2009-Q2", 110.2
"Lithuania", "Nominal", "Index, 2010 = 100", "2009-Q3", 105.13
"Lithuania", "Nominal", "Index, 2010 = 100", "2009-Q4", 100.24
"Lithuania", "Nominal", "Index, 2010 = 100", "2010-Q1", 98.28
"Lithuania", "Nominal", "Index, 2010 = 100", "2010-Q2", 100.44
"Lithuania", "Nominal", "Index, 2010 = 100", "2010-Q3", 99.68
"Lithuania", "Nominal", "Index, 2010 = 100", "2010-Q4", 101.6
"Lithuania", "Nominal", "Index, 2010 = 100", "2011-Q1", 105.93
"Lithuania", "Nominal", "Index, 2010 = 100", "2011-Q2", 106.74
"Lithuania", "Nominal", "Index, 2010 = 100", "2011-Q3", 106.49
"Lithuania", "Nominal", "Index, 2010 = 100", "2011-Q4", 107.25
"Lithuania", "Nominal", "Index, 2010 = 100", "2012-Q1", 106.88
"Lithuania", "Nominal", "Index, 2010 = 100", "2012-Q2", 105.75
"Lithuania", "Nominal", "Index, 2010 = 100", "2012-Q3", 106.81
"Lithuania", "Nominal", "Index, 2010 = 100", "2012-Q4", 105.99
"Lithuania", "Nominal", "Index, 2010 = 100", "2013-Q1", 106.72
"Lithuania", "Nominal", "Index, 2010 = 100", "2013-Q2", 108.31
"Lithuania", "Nominal", "Index, 2010 = 100", "2013-Q3", 106.41
"Lithuania", "Nominal", "Index, 2010 = 100", "2013-Q4", 109.16
"Lithuania", "Nominal", "Index, 2010 = 100", "2014-Q1", 110.84
"Lithuania", "Nominal", "Index, 2010 = 100", "2014-Q2", 115.33
"Lithuania", "Nominal", "Index, 2010 = 100", "2014-Q3", 117.2
"Lithuania", "Nominal", "Index, 2010 = 100", "2014-Q4", 114.91
"Lithuania", "Nominal", "Index, 2010 = 100", "2015-Q1", 115.78
"Lithuania", "Nominal", "Index, 2010 = 100", "2015-Q2", 119.35
"Lithuania", "Nominal", "Index, 2010 = 100", "2015-Q3", 121.22
"Lithuania", "Nominal", "Index, 2010 = 100", "2015-Q4", 118.7
"Lithuania", "Nominal", "Index, 2010 = 100", "2016-Q1", 119.69
"Lithuania", "Nominal", "Index, 2010 = 100", "2016-Q2", 123.41
"Lithuania", "Nominal", "Index, 2010 = 100", "2016-Q3", 127.65
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "1999-Q4", -15.1
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2000-Q1", -17.25
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2000-Q2", -9.23
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2000-Q3", -9.1
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2000-Q4", -1.41
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2001-Q1", 11.68
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2001-Q2", 11.89
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2001-Q3", 31.84
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2001-Q4", 40.62
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2002-Q1", 10.26
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2002-Q2", 19.06
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2002-Q3", 10.81
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2002-Q4", 0.25
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2003-Q1", 28.28
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2003-Q2", 18.95
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2003-Q3", 16.08
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2003-Q4", 9.75
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2004-Q1", 3.48
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2004-Q2", 5.57
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2004-Q3", 16.58
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2004-Q4", 34.21
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2005-Q1", 48.63
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2005-Q2", 49.82
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2005-Q3", 44.09
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2005-Q4", 64.27
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2006-Q1", 41.24
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2006-Q2", 47.85
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2006-Q3", 49.98
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2006-Q4", 29.38
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2007-Q1", 28.47
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2007-Q2", 32.56
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2007-Q3", 28.28
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2007-Q4", 17.7
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2008-Q1", 16.76
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2008-Q2", 16.08
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2008-Q3", 7.03
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2008-Q4", -2.5
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2009-Q1", -24.58
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2009-Q2", -31.0
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2009-Q3", -32.98
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2009-Q4", -31.12
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2010-Q1", -15.53
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2010-Q2", -8.86
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2010-Q3", -5.18
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2010-Q4", 1.36
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2011-Q1", 7.78
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2011-Q2", 6.27
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2011-Q3", 6.83
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2011-Q4", 5.56
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2012-Q1", 0.9
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2012-Q2", -0.93
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2012-Q3", 0.3
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2012-Q4", -1.17
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2013-Q1", -0.15
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2013-Q2", 2.42
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2013-Q3", -0.37
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2013-Q4", 2.99
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2014-Q1", 3.86
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2014-Q2", 6.48
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2014-Q3", 10.14
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2014-Q4", 5.27
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2015-Q1", 4.46
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2015-Q2", 3.49
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2015-Q3", 3.43
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2015-Q4", 3.3
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2016-Q1", 3.38
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2016-Q2", 3.4
"Lithuania", "Nominal", "Year-on-year changes, in per cent", "2016-Q3", 5.3
"Lithuania", "Real", "Index, 2010 = 100", "1998-Q4", 46.88
"Lithuania", "Real", "Index, 2010 = 100", "1999-Q1", 48.97
"Lithuania", "Real", "Index, 2010 = 100", "1999-Q2", 41.79
"Lithuania", "Real", "Index, 2010 = 100", "1999-Q3", 40.02
"Lithuania", "Real", "Index, 2010 = 100", "1999-Q4", 39.72
"Lithuania", "Real", "Index, 2010 = 100", "2000-Q1", 40.19
"Lithuania", "Real", "Index, 2010 = 100", "2000-Q2", 37.62
"Lithuania", "Real", "Index, 2010 = 100", "2000-Q3", 36.06
"Lithuania", "Real", "Index, 2010 = 100", "2000-Q4", 38.63
"Lithuania", "Real", "Index, 2010 = 100", "2001-Q1", 44.85
"Lithuania", "Real", "Index, 2010 = 100", "2001-Q2", 41.51
"Lithuania", "Real", "Index, 2010 = 100", "2001-Q3", 46.64
"Lithuania", "Real", "Index, 2010 = 100", "2001-Q4", 53.21
"Lithuania", "Real", "Index, 2010 = 100", "2002-Q1", 48.21
"Lithuania", "Real", "Index, 2010 = 100", "2002-Q2", 49.19
"Lithuania", "Real", "Index, 2010 = 100", "2002-Q3", 52.12
"Lithuania", "Real", "Index, 2010 = 100", "2002-Q4", 53.9
"Lithuania", "Real", "Index, 2010 = 100", "2003-Q1", 62.9
"Lithuania", "Real", "Index, 2010 = 100", "2003-Q2", 58.94
"Lithuania", "Real", "Index, 2010 = 100", "2003-Q3", 61.06
"Lithuania", "Real", "Index, 2010 = 100", "2003-Q4", 59.88
"Lithuania", "Real", "Index, 2010 = 100", "2004-Q1", 65.88
"Lithuania", "Real", "Index, 2010 = 100", "2004-Q2", 61.93
"Lithuania", "Real", "Index, 2010 = 100", "2004-Q3", 69.51
"Lithuania", "Real", "Index, 2010 = 100", "2004-Q4", 78.01
"Lithuania", "Real", "Index, 2010 = 100", "2005-Q1", 94.93
"Lithuania", "Real", "Index, 2010 = 100", "2005-Q2", 90.64
"Lithuania", "Real", "Index, 2010 = 100", "2005-Q3", 98.01
"Lithuania", "Real", "Index, 2010 = 100", "2005-Q4", 124.49
"Lithuania", "Real", "Index, 2010 = 100", "2006-Q1", 129.8
"Lithuania", "Real", "Index, 2010 = 100", "2006-Q2", 129.38
"Lithuania", "Real", "Index, 2010 = 100", "2006-Q3", 141.46
"Lithuania", "Real", "Index, 2010 = 100", "2006-Q4", 154.63
"Lithuania", "Real", "Index, 2010 = 100", "2007-Q1", 159.84
"Lithuania", "Real", "Index, 2010 = 100", "2007-Q2", 163.6
"Lithuania", "Real", "Index, 2010 = 100", "2007-Q3", 171.39
"Lithuania", "Real", "Index, 2010 = 100", "2007-Q4", 168.76
"Lithuania", "Real", "Index, 2010 = 100", "2008-Q1", 168.68
"Lithuania", "Real", "Index, 2010 = 100", "2008-Q2", 169.46
"Lithuania", "Real", "Index, 2010 = 100", "2008-Q3", 164.17
"Lithuania", "Real", "Index, 2010 = 100", "2008-Q4", 150.48
"Lithuania", "Real", "Index, 2010 = 100", "2009-Q1", 117.08
"Lithuania", "Real", "Index, 2010 = 100", "2009-Q2", 111.1
"Lithuania", "Real", "Index, 2010 = 100", "2009-Q3", 107.05
"Lithuania", "Real", "Index, 2010 = 100", "2009-Q4", 102.27
"Lithuania", "Real", "Index, 2010 = 100", "2010-Q1", 99.16
"Lithuania", "Real", "Index, 2010 = 100", "2010-Q2", 100.59
"Lithuania", "Real", "Index, 2010 = 100", "2010-Q3", 99.67
"Lithuania", "Real", "Index, 2010 = 100", "2010-Q4", 100.56
"Lithuania", "Real", "Index, 2010 = 100", "2011-Q1", 103.51
"Lithuania", "Real", "Index, 2010 = 100", "2011-Q2", 102.04
"Lithuania", "Real", "Index, 2010 = 100", "2011-Q3", 101.89
"Lithuania", "Real", "Index, 2010 = 100", "2011-Q4", 102.09
"Lithuania", "Real", "Index, 2010 = 100", "2012-Q1", 100.84
"Lithuania", "Real", "Index, 2010 = 100", "2012-Q2", 98.4
"Lithuania", "Real", "Index, 2010 = 100", "2012-Q3", 99.05
"Lithuania", "Real", "Index, 2010 = 100", "2012-Q4", 98.04
"Lithuania", "Real", "Index, 2010 = 100", "2013-Q1", 98.6
"Lithuania", "Real", "Index, 2010 = 100", "2013-Q2", 99.52
"Lithuania", "Real", "Index, 2010 = 100", "2013-Q3", 98.26
"Lithuania", "Real", "Index, 2010 = 100", "2013-Q4", 100.58
"Lithuania", "Real", "Index, 2010 = 100", "2014-Q1", 102.23
"Lithuania", "Real", "Index, 2010 = 100", "2014-Q2", 105.88
"Lithuania", "Real", "Index, 2010 = 100", "2014-Q3", 108.08
"Lithuania", "Real", "Index, 2010 = 100", "2014-Q4", 105.86
"Lithuania", "Real", "Index, 2010 = 100", "2015-Q1", 108.48
"Lithuania", "Real", "Index, 2010 = 100", "2015-Q2", 110.32
"Lithuania", "Real", "Index, 2010 = 100", "2015-Q3", 112.83
"Lithuania", "Real", "Index, 2010 = 100", "2015-Q4", 109.75
"Lithuania", "Real", "Index, 2010 = 100", "2016-Q1", 111.05
"Lithuania", "Real", "Index, 2010 = 100", "2016-Q2", 113.23
"Lithuania", "Real", "Index, 2010 = 100", "2016-Q3", 117.98
"Lithuania", "Real", "Year-on-year changes, in per cent", "1999-Q4", -15.27
"Lithuania", "Real", "Year-on-year changes, in per cent", "2000-Q1", -17.93
"Lithuania", "Real", "Year-on-year changes, in per cent", "2000-Q2", -9.98
"Lithuania", "Real", "Year-on-year changes, in per cent", "2000-Q3", -9.9
"Lithuania", "Real", "Year-on-year changes, in per cent", "2000-Q4", -2.75
"Lithuania", "Real", "Year-on-year changes, in per cent", "2001-Q1", 11.61
"Lithuania", "Real", "Year-on-year changes, in per cent", "2001-Q2", 10.35
"Lithuania", "Real", "Year-on-year changes, in per cent", "2001-Q3", 29.35
"Lithuania", "Real", "Year-on-year changes, in per cent", "2001-Q4", 37.74
"Lithuania", "Real", "Year-on-year changes, in per cent", "2002-Q1", 7.49
"Lithuania", "Real", "Year-on-year changes, in per cent", "2002-Q2", 18.52
"Lithuania", "Real", "Year-on-year changes, in per cent", "2002-Q3", 11.74
"Lithuania", "Real", "Year-on-year changes, in per cent", "2002-Q4", 1.3
"Lithuania", "Real", "Year-on-year changes, in per cent", "2003-Q1", 30.46
"Lithuania", "Real", "Year-on-year changes, in per cent", "2003-Q2", 19.82
"Lithuania", "Real", "Year-on-year changes, in per cent", "2003-Q3", 17.16
"Lithuania", "Real", "Year-on-year changes, in per cent", "2003-Q4", 11.09
"Lithuania", "Real", "Year-on-year changes, in per cent", "2004-Q1", 4.75
"Lithuania", "Real", "Year-on-year changes, in per cent", "2004-Q2", 5.06
"Lithuania", "Real", "Year-on-year changes, in per cent", "2004-Q3", 13.83
"Lithuania", "Real", "Year-on-year changes, in per cent", "2004-Q4", 30.28
"Lithuania", "Real", "Year-on-year changes, in per cent", "2005-Q1", 44.09
"Lithuania", "Real", "Year-on-year changes, in per cent", "2005-Q2", 46.37
"Lithuania", "Real", "Year-on-year changes, in per cent", "2005-Q3", 40.99
"Lithuania", "Real", "Year-on-year changes, in per cent", "2005-Q4", 59.58
"Lithuania", "Real", "Year-on-year changes, in per cent", "2006-Q1", 36.73
"Lithuania", "Real", "Year-on-year changes, in per cent", "2006-Q2", 42.74
"Lithuania", "Real", "Year-on-year changes, in per cent", "2006-Q3", 44.34
"Lithuania", "Real", "Year-on-year changes, in per cent", "2006-Q4", 24.22
"Lithuania", "Real", "Year-on-year changes, in per cent", "2007-Q1", 23.14
"Lithuania", "Real", "Year-on-year changes, in per cent", "2007-Q2", 26.45
"Lithuania", "Real", "Year-on-year changes, in per cent", "2007-Q3", 21.15
"Lithuania", "Real", "Year-on-year changes, in per cent", "2007-Q4", 9.13
"Lithuania", "Real", "Year-on-year changes, in per cent", "2008-Q1", 5.53
"Lithuania", "Real", "Year-on-year changes, in per cent", "2008-Q2", 3.58
"Lithuania", "Real", "Year-on-year changes, in per cent", "2008-Q3", -4.21
"Lithuania", "Real", "Year-on-year changes, in per cent", "2008-Q4", -10.83
"Lithuania", "Real", "Year-on-year changes, in per cent", "2009-Q1", -30.59
"Lithuania", "Real", "Year-on-year changes, in per cent", "2009-Q2", -34.44
"Lithuania", "Real", "Year-on-year changes, in per cent", "2009-Q3", -34.8
"Lithuania", "Real", "Year-on-year changes, in per cent", "2009-Q4", -32.04
"Lithuania", "Real", "Year-on-year changes, in per cent", "2010-Q1", -15.3
"Lithuania", "Real", "Year-on-year changes, in per cent", "2010-Q2", -9.46
"Lithuania", "Real", "Year-on-year changes, in per cent", "2010-Q3", -6.89
"Lithuania", "Real", "Year-on-year changes, in per cent", "2010-Q4", -1.67
"Lithuania", "Real", "Year-on-year changes, in per cent", "2011-Q1", 4.38
"Lithuania", "Real", "Year-on-year changes, in per cent", "2011-Q2", 1.44
"Lithuania", "Real", "Year-on-year changes, in per cent", "2011-Q3", 2.22
"Lithuania", "Real", "Year-on-year changes, in per cent", "2011-Q4", 1.52
"Lithuania", "Real", "Year-on-year changes, in per cent", "2012-Q1", -2.57
"Lithuania", "Real", "Year-on-year changes, in per cent", "2012-Q2", -3.57
"Lithuania", "Real", "Year-on-year changes, in per cent", "2012-Q3", -2.78
"Lithuania", "Real", "Year-on-year changes, in per cent", "2012-Q4", -3.96
"Lithuania", "Real", "Year-on-year changes, in per cent", "2013-Q1", -2.22
